tag;subject;activity;finalPosX;finalPosY;finalPosZ;desPosX;desPosY;desPosZ;rawPosX;rawPosY;rawPosZ;finalRotX;finalRotY;finalRotZ;finalRotW;desRotX;desRotY;desRotZ;desRotW;rawRotX;rawRotY;rawRotZ;rawRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
hip;Subject_6;Krieger_3;-0.0187896;0.0477892;0.998681;0;0;0;0;0;0;0.554532;-0.00820649;-0.016317;-0.00820649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.549
lHand;Subject_6;Krieger_3;0.348578;-0.146221;0.925804;0;0;0;0;0;0;0.188481;0.332717;-0.915245;0.332717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.549
rHand;Subject_6;Krieger_3;-0.353008;-0.123693;0.927408;0;0;0;0;0;0;-0.262785;0.429342;-0.859737;0.429342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.549
lFoot;Subject_6;Krieger_3;0.863774;-0.0976227;0.494332;0;0;0;0;0;0;-0.98393;0.0405666;-0.074826;0.0405666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.549
rFoot;Subject_6;Krieger_3;-0.88714;-0.0468067;0.459121;0;0;0;0;0;0;-0.983894;0.0652557;0.0492794;0.0652557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.549
head;Subject_6;Krieger_3;-0.0063591;-0.034525;0.999384;0;0;0;0;0;0;0.659114;-0.0287472;-0.0208775;-0.0287472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.56
hip;Subject_6;Krieger_3;-0.018823;0.0473827;0.998699;0;0;0;0;0;0;0.554608;-0.00806004;-0.0164212;-0.00806004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.56
lHand;Subject_6;Krieger_3;0.348121;-0.146922;0.925865;0;0;0;0;0;0;0.187885;0.332777;-0.915183;0.332777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.56
rHand;Subject_6;Krieger_3;-0.352844;-0.122936;0.927571;0;0;0;0;0;0;-0.262771;0.429969;-0.859645;0.429969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.56
lFoot;Subject_6;Krieger_3;0.8636;-0.0973689;0.494686;0;0;0;0;0;0;-0.98383;0.0408875;-0.0749062;0.0408875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.56
rFoot;Subject_6;Krieger_3;-0.88684;-0.0457535;0.459806;0;0;0;0;0;0;-0.983758;0.0665828;0.0492035;0.0665828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.56
head;Subject_6;Krieger_3;-0.00625458;-0.0348673;0.999372;0;0;0;0;0;0;0.659308;-0.0288357;-0.0211905;-0.0288357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.573
hip;Subject_6;Krieger_3;-0.0188585;0.0471907;0.998708;0;0;0;0;0;0;0.554728;-0.00792747;-0.0164782;-0.00792747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.573
lHand;Subject_6;Krieger_3;0.34774;-0.147613;0.925898;0;0;0;0;0;0;0.187599;0.332795;-0.915073;0.332795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.573
rHand;Subject_6;Krieger_3;-0.352684;-0.122074;0.927745;0;0;0;0;0;0;-0.262036;0.430809;-0.859658;0.430809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.573
lFoot;Subject_6;Krieger_3;0.86315;-0.0966332;0.495615;0;0;0;0;0;0;-0.983741;0.0403661;-0.0748092;0.0403661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.573
rFoot;Subject_6;Krieger_3;-0.886555;-0.0454488;0.460386;0;0;0;0;0;0;-0.983635;0.0677026;0.0489562;0.0677026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.573
head;Subject_6;Krieger_3;-0.00614654;-0.0351942;0.999362;0;0;0;0;0;0;0.659489;-0.0289161;-0.0215175;-0.0289161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.583
hip;Subject_6;Krieger_3;-0.018914;0.0467923;0.998726;0;0;0;0;0;0;0.554757;-0.00786898;-0.016723;-0.00786898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.583
lHand;Subject_6;Krieger_3;0.347594;-0.148077;0.925879;0;0;0;0;0;0;0.188121;0.333487;-0.914466;0.333487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.583
rHand;Subject_6;Krieger_3;-0.352416;-0.121352;0.927942;0;0;0;0;0;0;-0.259876;0.433273;-0.859222;0.433273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.583
lFoot;Subject_6;Krieger_3;0.86308;-0.0965208;0.495759;0;0;0;0;0;0;-0.983677;0.0399924;-0.0747296;0.0399924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.583
rFoot;Subject_6;Krieger_3;-0.88638;-0.045247;0.460741;0;0;0;0;0;0;-0.983593;0.0678751;0.0488231;0.0678751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.583
head;Subject_6;Krieger_3;-0.00597013;-0.0355875;0.999349;0;0;0;0;0;0;0.659702;-0.0289869;-0.0219972;-0.0289869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.593
hip;Subject_6;Krieger_3;-0.0189247;0.0464932;0.998739;0;0;0;0;0;0;0.554931;-0.00793326;-0.0169617;-0.00793326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.593
lHand;Subject_6;Krieger_3;0.347258;-0.148648;0.925913;0;0;0;0;0;0;0.188315;0.33388;-0.914066;0.33388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.593
rHand;Subject_6;Krieger_3;-0.352446;-0.120324;0.928065;0;0;0;0;0;0;-0.255372;0.436529;-0.859176;0.436529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.593
lFoot;Subject_6;Krieger_3;0.862826;-0.095674;0.496364;0;0;0;0;0;0;-0.983584;0.0397511;-0.0746236;0.0397511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.593
rFoot;Subject_6;Krieger_3;-0.886216;-0.045023;0.461079;0;0;0;0;0;0;-0.98354;0.0677967;0.0488336;0.0677967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.593
head;Subject_6;Krieger_3;-0.00583238;-0.0359708;0.999336;0;0;0;0;0;0;0.6599;-0.0291668;-0.0223513;-0.0291668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.604
hip;Subject_6;Krieger_3;-0.0188389;0.0463044;0.99875;0;0;0;0;0;0;0.555076;-0.00817902;-0.0173196;-0.00817902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.604
lHand;Subject_6;Krieger_3;0.347052;-0.149183;0.925905;0;0;0;0;0;0;0.18864;0.334621;-0.913458;0.334621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.604
rHand;Subject_6;Krieger_3;-0.3523;-0.119778;0.928191;0;0;0;0;0;0;-0.252523;0.439837;-0.85832;0.439837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.604
lFoot;Subject_6;Krieger_3;0.862345;-0.0947209;0.497382;0;0;0;0;0;0;-0.983496;0.0390553;-0.0744915;0.0390553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.604
rFoot;Subject_6;Krieger_3;-0.886015;-0.0446672;0.4615;0;0;0;0;0;0;-0.98344;0.0682033;0.048764;0.0682033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.604
head;Subject_6;Krieger_3;-0.00569773;-0.0362294;0.999327;0;0;0;0;0;0;0.660062;-0.0293169;-0.022748;-0.0293169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.616
hip;Subject_6;Krieger_3;-0.0187306;0.0458793;0.998771;0;0;0;0;0;0;0.555085;-0.00861118;-0.017826;-0.00861118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.616
lHand;Subject_6;Krieger_3;0.346906;-0.149264;0.925946;0;0;0;0;0;0;0.189229;0.335337;-0.912781;0.335337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.616
rHand;Subject_6;Krieger_3;-0.352207;-0.118664;0.928369;0;0;0;0;0;0;-0.248441;0.442572;-0.858126;0.442572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.616
lFoot;Subject_6;Krieger_3;0.862192;-0.0940368;0.497776;0;0;0;0;0;0;-0.983366;0.0392269;-0.0744937;0.0392269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.616
rFoot;Subject_6;Krieger_3;-0.885659;-0.0436235;0.462283;0;0;0;0;0;0;-0.98335;0.0685804;0.0486689;0.0685804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.616
head;Subject_6;Krieger_3;-0.00549343;-0.0366154;0.999314;0;0;0;0;0;0;0.660182;-0.0295196;-0.0231521;-0.0295196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.627
hip;Subject_6;Krieger_3;-0.0186072;0.0455241;0.99879;0;0;0;0;0;0;0.555021;-0.00907651;-0.0184798;-0.00907651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.627
lHand;Subject_6;Krieger_3;0.34667;-0.149613;0.925978;0;0;0;0;0;0;0.189527;0.336077;-0.912159;0.336077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.627
rHand;Subject_6;Krieger_3;-0.352089;-0.117913;0.928509;0;0;0;0;0;0;-0.244597;0.444498;-0.858293;0.444498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.627
lFoot;Subject_6;Krieger_3;0.861935;-0.0933775;0.498346;0;0;0;0;0;0;-0.983223;0.0396714;-0.0744793;0.0396714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.627
rFoot;Subject_6;Krieger_3;-0.885403;-0.0436623;0.462769;0;0;0;0;0;0;-0.983283;0.0686931;0.0486129;0.0686931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.627
head;Subject_6;Krieger_3;-0.00538291;-0.0369114;0.999304;0;0;0;0;0;0;0.660271;-0.0296603;-0.0236133;-0.0296603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.638
hip;Subject_6;Krieger_3;-0.018377;0.0450918;0.998814;0;0;0;0;0;0;0.555119;-0.00943032;-0.0190484;-0.00943032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.638
lHand;Subject_6;Krieger_3;0.346643;-0.14971;0.925973;0;0;0;0;0;0;0.189408;0.337069;-0.911549;0.337069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.638
rHand;Subject_6;Krieger_3;-0.35225;-0.116985;0.928566;0;0;0;0;0;0;-0.241967;0.445579;-0.858511;0.445579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.638
lFoot;Subject_6;Krieger_3;0.861729;-0.0927923;0.498811;0;0;0;0;0;0;-0.983084;0.0398956;-0.0745517;0.0398956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.638
rFoot;Subject_6;Krieger_3;-0.885381;-0.0437485;0.462803;0;0;0;0;0;0;-0.983234;0.068232;0.0487343;0.068232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.638
head;Subject_6;Krieger_3;-0.00525457;-0.0373182;0.99929;0;0;0;0;0;0;0.660295;-0.0297528;-0.0241321;-0.0297528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.649
hip;Subject_6;Krieger_3;-0.0182197;0.0448587;0.998827;0;0;0;0;0;0;0.555342;-0.00992677;-0.019668;-0.00992677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.649
lHand;Subject_6;Krieger_3;0.346489;-0.149969;0.925988;0;0;0;0;0;0;0.1893;0.337866;-0.911087;0.337866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.649
rHand;Subject_6;Krieger_3;-0.352103;-0.116508;0.928681;0;0;0;0;0;0;-0.240881;0.446739;-0.85825;0.446739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.649
lFoot;Subject_6;Krieger_3;0.861825;-0.0928555;0.498634;0;0;0;0;0;0;-0.982923;0.0408808;-0.0745569;0.0408808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.649
rFoot;Subject_6;Krieger_3;-0.885218;-0.0428828;0.463195;0;0;0;0;0;0;-0.983196;0.0678351;0.0488735;0.0678351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.649
head;Subject_6;Krieger_3;-0.00503679;-0.0376988;0.999276;0;0;0;0;0;0;0.660288;-0.0298366;-0.0247668;-0.0298366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.66
hip;Subject_6;Krieger_3;-0.0180974;0.0446332;0.998839;0;0;0;0;0;0;0.555616;-0.0103034;-0.020228;-0.0103034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.66
lHand;Subject_6;Krieger_3;0.346418;-0.149992;0.926011;0;0;0;0;0;0;0.189001;0.338752;-0.91065;0.338752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.66
rHand;Subject_6;Krieger_3;-0.352045;-0.115944;0.928774;0;0;0;0;0;0;-0.240778;0.448122;-0.857626;0.448122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.66
lFoot;Subject_6;Krieger_3;0.861889;-0.0923784;0.498611;0;0;0;0;0;0;-0.982778;0.0415438;-0.074602;0.0415438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.66
rFoot;Subject_6;Krieger_3;-0.884827;-0.0418559;0.464036;0;0;0;0;0;0;-0.983063;0.0683794;0.0488501;0.0683794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.66
head;Subject_6;Krieger_3;-0.00491526;-0.0380941;0.999262;0;0;0;0;0;0;0.660296;-0.0299305;-0.025378;-0.0299305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.671
hip;Subject_6;Krieger_3;-0.0179001;0.044435;0.998852;0;0;0;0;0;0;0.555799;-0.0105917;-0.0208101;-0.0105917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.671
lHand;Subject_6;Krieger_3;0.346531;-0.150016;0.925965;0;0;0;0;0;0;0.188389;0.339919;-0.910255;0.339919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.671
rHand;Subject_6;Krieger_3;-0.352305;-0.115525;0.928728;0;0;0;0;0;0;-0.24129;0.450045;-0.856516;0.450045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.671
lFoot;Subject_6;Krieger_3;0.861581;-0.0920864;0.499197;0;0;0;0;0;0;-0.982666;0.0419184;-0.0745559;0.0419184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.671
rFoot;Subject_6;Krieger_3;-0.884562;-0.0408304;0.464632;0;0;0;0;0;0;-0.982932;0.0689165;0.0487106;0.0689165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.671
head;Subject_6;Krieger_3;-0.00475318;-0.0385561;0.999245;0;0;0;0;0;0;0.660198;-0.0299705;-0.026038;-0.0299705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.683
hip;Subject_6;Krieger_3;-0.0177716;0.0439206;0.998877;0;0;0;0;0;0;0.555886;-0.0108187;-0.0214051;-0.0108187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.683
lHand;Subject_6;Krieger_3;0.346636;-0.150295;0.92588;0;0;0;0;0;0;0.188269;0.341162;-0.909755;0.341162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.683
rHand;Subject_6;Krieger_3;-0.352197;-0.115473;0.928775;0;0;0;0;0;0;-0.242854;0.452359;-0.854761;0.452359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.683
lFoot;Subject_6;Krieger_3;0.862131;-0.0925531;0.498161;0;0;0;0;0;0;-0.982567;0.0420298;-0.0743887;0.0420298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.683
rFoot;Subject_6;Krieger_3;-0.884524;-0.0408244;0.464704;0;0;0;0;0;0;-0.982833;0.069101;0.0486452;0.069101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.683
head;Subject_6;Krieger_3;-0.00465431;-0.0389371;0.999231;0;0;0;0;0;0;0.660106;-0.0299845;-0.0266775;-0.0299845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.694
hip;Subject_6;Krieger_3;-0.017733;0.0435672;0.998893;0;0;0;0;0;0;0.555921;-0.0110531;-0.0220233;-0.0110531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.694
lHand;Subject_6;Krieger_3;0.34694;-0.15031;0.925765;0;0;0;0;0;0;0.18791;0.342301;-0.90927;0.342301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.694
rHand;Subject_6;Krieger_3;-0.352372;-0.115601;0.928693;0;0;0;0;0;0;-0.245129;0.454892;-0.852465;0.454892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.694
lFoot;Subject_6;Krieger_3;0.861966;-0.0919356;0.49856;0;0;0;0;0;0;-0.982459;0.0421157;-0.0743451;0.0421157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.694
rFoot;Subject_6;Krieger_3;-0.884414;-0.0401813;0.46497;0;0;0;0;0;0;-0.982742;0.0691606;0.0486018;0.0691606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.694
head;Subject_6;Krieger_3;-0.00457157;-0.039289;0.999217;0;0;0;0;0;0;0.660026;-0.0299671;-0.0273134;-0.0299671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.705
hip;Subject_6;Krieger_3;-0.0176141;0.0429571;0.998922;0;0;0;0;0;0;0.556019;-0.011428;-0.0226862;-0.011428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.705
lHand;Subject_6;Krieger_3;0.347084;-0.150194;0.925729;0;0;0;0;0;0;0.188085;0.343739;-0.908577;0.343739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.705
rHand;Subject_6;Krieger_3;-0.352292;-0.11546;0.928741;0;0;0;0;0;0;-0.246821;0.457212;-0.850443;0.457212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.705
lFoot;Subject_6;Krieger_3;0.862037;-0.0908743;0.498631;0;0;0;0;0;0;-0.982343;0.0420857;-0.0744911;0.0420857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.705
rFoot;Subject_6;Krieger_3;-0.884212;-0.0393952;0.465422;0;0;0;0;0;0;-0.982631;0.0694123;0.0485692;0.0694123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.705
head;Subject_6;Krieger_3;-0.00447161;-0.0396282;0.999205;0;0;0;0;0;0;0.659828;-0.0300806;-0.0278237;-0.0300806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.716
hip;Subject_6;Krieger_3;-0.0175495;0.0426511;0.998936;0;0;0;0;0;0;0.556145;-0.0118845;-0.0233603;-0.0118845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.716
lHand;Subject_6;Krieger_3;0.347117;-0.149983;0.925751;0;0;0;0;0;0;0.188604;0.3452;-0.907769;0.3452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.716
rHand;Subject_6;Krieger_3;-0.352112;-0.115823;0.928764;0;0;0;0;0;0;-0.248621;0.459421;-0.84836;0.459421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.716
lFoot;Subject_6;Krieger_3;0.862003;-0.0880865;0.499191;0;0;0;0;0;0;-0.982282;0.0422237;-0.0742703;0.0422237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.716
rFoot;Subject_6;Krieger_3;-0.883942;-0.0382101;0.466032;0;0;0;0;0;0;-0.98252;0.0696936;0.04854;0.0696936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395.716
