tag;subject;activity;finalPosX;finalPosY;finalPosZ;desPosX;desPosY;desPosZ;rawPosX;rawPosY;rawPosZ;finalRotX;finalRotY;finalRotZ;finalRotW;desRotX;desRotY;desRotZ;desRotW;rawRotX;rawRotY;rawRotZ;rawRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
lFoot;Subject_3;Krieger_2;0.467263;0.233599;0.8527;0;0;0;0;0;0;-0.987548;-0.002896;-0.0121173;-0.002896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.72
rFoot;Subject_3;Krieger_2;-0.798585;0.0252672;0.601351;0;0;0;0;0;0;-0.989359;0.0139543;0.014855;0.0139543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.72
head;Subject_3;Krieger_2;-0.0269314;-0.00435408;0.999628;0;0;0;0;0;0;0.603874;-0.0446285;0.0511239;-0.0446285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.73
hip;Subject_3;Krieger_2;-0.0506866;0.0218528;0.998476;0;0;0;0;0;0;0.554215;0.0236549;0.0522988;0.0236549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.73
lHand;Subject_3;Krieger_2;0.384333;-0.42051;0.821863;0;0;0;0;0;0;0.316283;0.168886;-0.815465;0.168886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.73
rHand;Subject_3;Krieger_2;-0.310411;-0.383057;0.870007;0;0;0;0;0;0;-0.239846;0.0299013;-0.876668;0.0299013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.73
lFoot;Subject_3;Krieger_2;0.467373;0.234139;0.852491;0;0;0;0;0;0;-0.987543;-0.00298783;-0.0120568;-0.00298783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.73
rFoot;Subject_3;Krieger_2;-0.798584;0.0236704;0.601418;0;0;0;0;0;0;-0.989379;0.0131941;0.015103;0.0131941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.73
head;Subject_3;Krieger_2;-0.0267835;-0.00434056;0.999632;0;0;0;0;0;0;0.603752;-0.0447117;0.050873;-0.0447117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.74
hip;Subject_3;Krieger_2;-0.0510013;0.0214001;0.998469;0;0;0;0;0;0;0.553905;0.024197;0.0526519;0.024197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.74
lHand;Subject_3;Krieger_2;0.384841;-0.420053;0.821859;0;0;0;0;0;0;0.317924;0.170674;-0.814482;0.170674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.74
rHand;Subject_3;Krieger_2;-0.310099;-0.383012;0.870138;0;0;0;0;0;0;-0.239482;0.0302634;-0.876867;0.0302634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.74
lFoot;Subject_3;Krieger_2;0.467892;0.234563;0.85209;0;0;0;0;0;0;-0.987547;-0.00295547;-0.0120572;-0.00295547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.74
rFoot;Subject_3;Krieger_2;-0.798683;0.024891;0.601237;0;0;0;0;0;0;-0.98939;0.0131284;0.0150666;0.0131284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.74
head;Subject_3;Krieger_2;-0.0266655;-0.0042995;0.999635;0;0;0;0;0;0;0.603647;-0.0448386;0.0506765;-0.0448386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.75
hip;Subject_3;Krieger_2;-0.0510696;0.0213296;0.998467;0;0;0;0;0;0;0.553573;0.0244493;0.0527632;0.0244493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.75
lHand;Subject_3;Krieger_2;0.385433;-0.419614;0.821806;0;0;0;0;0;0;0.319014;0.171944;-0.814205;0.171944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.75
rHand;Subject_3;Krieger_2;-0.310079;-0.38296;0.870168;0;0;0;0;0;0;-0.239223;0.0305512;-0.877102;0.0305512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.75
lFoot;Subject_3;Krieger_2;0.466666;0.235073;0.852622;0;0;0;0;0;0;-0.987542;-0.00261897;-0.0125286;-0.00261897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.75
rFoot;Subject_3;Krieger_2;-0.798123;0.0250392;0.601974;0;0;0;0;0;0;-0.989352;0.0142369;0.0148298;0.0142369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.75
head;Subject_3;Krieger_2;-0.0264513;-0.00431668;0.999641;0;0;0;0;0;0;0.603534;-0.0449841;0.0504395;-0.0449841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.77
hip;Subject_3;Krieger_2;-0.0510755;0.0211991;0.99847;0;0;0;0;0;0;0.553129;0.0245678;0.0526847;0.0245678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.77
lHand;Subject_3;Krieger_2;0.386095;-0.419035;0.821791;0;0;0;0;0;0;0.319312;0.172466;-0.814953;0.172466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.77
rHand;Subject_3;Krieger_2;-0.31001;-0.382994;0.870178;0;0;0;0;0;0;-0.238421;0.0309547;-0.877372;0.0309547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.77
lFoot;Subject_3;Krieger_2;0.466059;0.233582;0.853363;0;0;0;0;0;0;-0.987549;-0.00282258;-0.0122059;-0.00282258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.77
rFoot;Subject_3;Krieger_2;-0.796537;0.0255137;0.604051;0;0;0;0;0;0;-0.989338;0.0150604;0.0148019;0.0150604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.77
head;Subject_3;Krieger_2;-0.0262401;-0.00429117;0.999646;0;0;0;0;0;0;0.603331;-0.0451854;0.0501166;-0.0451854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.78
hip;Subject_3;Krieger_2;-0.0508156;0.0209363;0.998489;0;0;0;0;0;0;0.552729;0.0248133;0.05263;0.0248133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.78
lHand;Subject_3;Krieger_2;0.386887;-0.418242;0.821823;0;0;0;0;0;0;0.319373;0.172861;-0.81593;0.172861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.78
rHand;Subject_3;Krieger_2;-0.309884;-0.38289;0.870268;0;0;0;0;0;0;-0.237671;0.0310927;-0.877664;0.0310927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.78
lFoot;Subject_3;Krieger_2;0.466119;0.234261;0.853144;0;0;0;0;0;0;-0.987535;-0.00348641;-0.0122736;-0.00348641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.78
rFoot;Subject_3;Krieger_2;-0.795932;0.0250027;0.60487;0;0;0;0;0;0;-0.98933;0.0147236;0.0149226;0.0147236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.78
head;Subject_3;Krieger_2;-0.0261256;-0.00423945;0.99965;0;0;0;0;0;0;0.603202;-0.0452893;0.0499172;-0.0452893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.79
hip;Subject_3;Krieger_2;-0.0508747;0.0208375;0.998488;0;0;0;0;0;0;0.55241;0.0250841;0.0526526;0.0250841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.79
lHand;Subject_3;Krieger_2;0.387511;-0.417672;0.821818;0;0;0;0;0;0;0.319202;0.172952;-0.817094;0.172952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.79
rHand;Subject_3;Krieger_2;-0.309759;-0.382906;0.870306;0;0;0;0;0;0;-0.238158;0.0311827;-0.877394;0.0311827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.79
lFoot;Subject_3;Krieger_2;0.465785;0.231261;0.854145;0;0;0;0;0;0;-0.987548;-0.0033104;-0.0121332;-0.0033104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.79
rFoot;Subject_3;Krieger_2;-0.796654;0.0246508;0.603933;0;0;0;0;0;0;-0.989368;0.0136271;0.0151074;0.0136271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.79
head;Subject_3;Krieger_2;-0.025923;-0.00423836;0.999655;0;0;0;0;0;0;0.603124;-0.0453498;0.0496022;-0.0453498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.8
hip;Subject_3;Krieger_2;-0.0509736;0.0207237;0.998485;0;0;0;0;0;0;0.552049;0.0254676;0.0527361;0.0254676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.8
lHand;Subject_3;Krieger_2;0.387922;-0.417223;0.821853;0;0;0;0;0;0;0.319099;0.172518;-0.818133;0.172518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.8
rHand;Subject_3;Krieger_2;-0.309678;-0.382874;0.870349;0;0;0;0;0;0;-0.23867;0.0311918;-0.877153;0.0311918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.8
lFoot;Subject_3;Krieger_2;0.465879;0.23145;0.854042;0;0;0;0;0;0;-0.987547;-0.00333705;-0.0120709;-0.00333705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.8
rFoot;Subject_3;Krieger_2;-0.797268;0.0243113;0.603136;0;0;0;0;0;0;-0.989365;0.013311;0.0153267;0.013311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.8
head;Subject_3;Krieger_2;-0.025759;-0.00425261;0.999659;0;0;0;0;0;0;0.602913;-0.0454224;0.049305;-0.0454224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.81
hip;Subject_3;Krieger_2;-0.0509351;0.0205674;0.99849;0;0;0;0;0;0;0.552124;0.025739;0.0529285;0.025739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.81
lHand;Subject_3;Krieger_2;0.388247;-0.416965;0.82183;0;0;0;0;0;0;0.318336;0.172601;-0.81868;0.172601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.81
rHand;Subject_3;Krieger_2;-0.309519;-0.38292;0.870385;0;0;0;0;0;0;-0.23948;0.0310935;-0.87663;0.0310935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.81
lFoot;Subject_3;Krieger_2;0.46629;0.230863;0.853977;0;0;0;0;0;0;-0.987535;-0.00329715;-0.0120434;-0.00329715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.81
rFoot;Subject_3;Krieger_2;-0.796773;0.0249948;0.603761;0;0;0;0;0;0;-0.989347;0.0140294;0.0151532;0.0140294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.81
head;Subject_3;Krieger_2;-0.0255808;-0.00425325;0.999664;0;0;0;0;0;0;0.602813;-0.0454027;0.0490098;-0.0454027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.82
hip;Subject_3;Krieger_2;-0.0509133;0.0205747;0.998491;0;0;0;0;0;0;0.552181;0.0258289;0.0529402;0.0258289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.82
lHand;Subject_3;Krieger_2;0.388696;-0.41705;0.821574;0;0;0;0;0;0;0.317682;0.173087;-0.818788;0.173087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.82
rHand;Subject_3;Krieger_2;-0.309369;-0.383113;0.870354;0;0;0;0;0;0;-0.239883;0.0308246;-0.876478;0.0308246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.82
lFoot;Subject_3;Krieger_2;0.468705;0.229163;0.853112;0;0;0;0;0;0;-0.98759;-0.00220221;-0.0120041;-0.00220221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.82
rFoot;Subject_3;Krieger_2;-0.796687;0.02457;0.603893;0;0;0;0;0;0;-0.98935;0.0141067;0.0149618;0.0141067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.82
head;Subject_3;Krieger_2;-0.0254436;-0.00422607;0.999667;0;0;0;0;0;0;0.60257;-0.0454205;0.0487678;-0.0454205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.83
hip;Subject_3;Krieger_2;-0.0508154;0.0205472;0.998497;0;0;0;0;0;0;0.552053;0.0257559;0.0528031;0.0257559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.83
lHand;Subject_3;Krieger_2;0.388867;-0.416906;0.821567;0;0;0;0;0;0;0.317262;0.173172;-0.819027;0.173172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.83
rHand;Subject_3;Krieger_2;-0.309396;-0.383135;0.870334;0;0;0;0;0;0;-0.239839;0.0306426;-0.876438;0.0306426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.83
lFoot;Subject_3;Krieger_2;0.469981;0.229635;0.852282;0;0;0;0;0;0;-0.987582;-0.00149375;-0.0122409;-0.00149375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.83
rFoot;Subject_3;Krieger_2;-0.797399;0.0245915;0.602951;0;0;0;0;0;0;-0.989366;0.013694;0.0151359;0.013694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.83
head;Subject_3;Krieger_2;-0.0252926;-0.00420192;0.999671;0;0;0;0;0;0;0.60231;-0.0453666;0.0485055;-0.0453666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.84
hip;Subject_3;Krieger_2;-0.0507124;0.0207089;0.998499;0;0;0;0;0;0;0.551888;0.0255066;0.0525296;0.0255066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.84
lHand;Subject_3;Krieger_2;0.388882;-0.416941;0.821542;0;0;0;0;0;0;0.316937;0.172977;-0.819047;0.172977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.84
rHand;Subject_3;Krieger_2;-0.309366;-0.383132;0.870346;0;0;0;0;0;0;-0.239117;0.0302228;-0.876686;0.0302228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.84
lFoot;Subject_3;Krieger_2;0.468999;0.229838;0.852768;0;0;0;0;0;0;-0.987576;-0.00181404;-0.0124926;-0.00181404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.84
rFoot;Subject_3;Krieger_2;-0.797367;0.0256427;0.60295;0;0;0;0;0;0;-0.989364;0.0137235;0.0154413;0.0137235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.84
head;Subject_3;Krieger_2;-0.0252548;-0.00413155;0.999673;0;0;0;0;0;0;0.60214;-0.0451357;0.048365;-0.0451357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.85
hip;Subject_3;Krieger_2;-0.0506194;0.020675;0.998504;0;0;0;0;0;0;0.551673;0.0253182;0.0524046;0.0253182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.85
lHand;Subject_3;Krieger_2;0.388788;-0.417109;0.821501;0;0;0;0;0;0;0.317112;0.172264;-0.81889;0.172264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.85
rHand;Subject_3;Krieger_2;-0.309385;-0.383092;0.870357;0;0;0;0;0;0;-0.238421;0.0299332;-0.876919;0.0299332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.85
lFoot;Subject_3;Krieger_2;0.467015;0.230695;0.853626;0;0;0;0;0;0;-0.987536;-0.00269718;-0.0123804;-0.00269718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.85
rFoot;Subject_3;Krieger_2;-0.797265;0.0257104;0.603081;0;0;0;0;0;0;-0.989364;0.0140326;0.0153063;0.0140326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.85
head;Subject_3;Krieger_2;-0.025144;-0.00406361;0.999676;0;0;0;0;0;0;0.602007;-0.0450106;0.0481716;-0.0450106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.87
hip;Subject_3;Krieger_2;-0.0506656;0.0206066;0.998503;0;0;0;0;0;0;0.551448;0.0254175;0.0526461;0.0254175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.87
lHand;Subject_3;Krieger_2;0.388618;-0.417235;0.821518;0;0;0;0;0;0;0.317372;0.171639;-0.818734;0.171639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.87
rHand;Subject_3;Krieger_2;-0.309476;-0.383134;0.870306;0;0;0;0;0;0;-0.238158;0.0297512;-0.876791;0.0297512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.87
lFoot;Subject_3;Krieger_2;0.466232;0.231167;0.853926;0;0;0;0;0;0;-0.98753;-0.00342281;-0.0120196;-0.00342281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.87
rFoot;Subject_3;Krieger_2;-0.796374;0.0264743;0.604225;0;0;0;0;0;0;-0.989366;0.014378;0.0151116;0.014378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.87
head;Subject_3;Krieger_2;-0.025085;-0.00399706;0.999677;0;0;0;0;0;0;0.601874;-0.0448353;0.0481112;-0.0448353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.88
hip;Subject_3;Krieger_2;-0.0507867;0.0207215;0.998495;0;0;0;0;0;0;0.551204;0.0255971;0.0528582;0.0255971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.88
lHand;Subject_3;Krieger_2;0.38823;-0.417611;0.82151;0;0;0;0;0;0;0.318492;0.170865;-0.81798;0.170865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.88
rHand;Subject_3;Krieger_2;-0.309351;-0.383198;0.870323;0;0;0;0;0;0;-0.238211;0.0296075;-0.876483;0.0296075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.88
lFoot;Subject_3;Krieger_2;0.469445;0.230913;0.852233;0;0;0;0;0;0;-0.987557;-0.00202298;-0.0121777;-0.00202298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.88
rFoot;Subject_3;Krieger_2;-0.796516;0.0261372;0.604052;0;0;0;0;0;0;-0.989365;0.014358;0.0151669;0.014358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.88
head;Subject_3;Krieger_2;-0.0250423;-0.00389594;0.999679;0;0;0;0;0;0;0.601898;-0.0446421;0.0479805;-0.0446421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.89
hip;Subject_3;Krieger_2;-0.0509992;0.0206132;0.998486;0;0;0;0;0;0;0.550879;0.0261273;0.0531278;0.0261273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.89
lHand;Subject_3;Krieger_2;0.387909;-0.417824;0.821553;0;0;0;0;0;0;0.319767;0.170845;-0.816941;0.170845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.89
rHand;Subject_3;Krieger_2;-0.30932;-0.383209;0.870329;0;0;0;0;0;0;-0.238517;0.0294331;-0.876201;0.0294331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.89
lFoot;Subject_3;Krieger_2;0.470169;0.231426;0.851694;0;0;0;0;0;0;-0.987547;-0.00163819;-0.0122936;-0.00163819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.89
rFoot;Subject_3;Krieger_2;-0.796205;0.0262323;0.604457;0;0;0;0;0;0;-0.98939;0.0141782;0.0152242;0.0141782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.89
head;Subject_3;Krieger_2;-0.024973;-0.00383796;0.999681;0;0;0;0;0;0;0.601851;-0.0444673;0.0478411;-0.0444673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.9
hip;Subject_3;Krieger_2;-0.0511556;0.0205124;0.99848;0;0;0;0;0;0;0.550518;0.0265671;0.0531183;0.0265671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.9
lHand;Subject_3;Krieger_2;0.387688;-0.418033;0.821551;0;0;0;0;0;0;0.320494;0.171017;-0.816277;0.171017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.9
rHand;Subject_3;Krieger_2;-0.309121;-0.383338;0.870343;0;0;0;0;0;0;-0.239013;0.0292317;-0.875886;0.0292317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.9
lFoot;Subject_3;Krieger_2;0.470976;0.232026;0.851085;0;0;0;0;0;0;-0.987566;-0.00120407;-0.0122561;-0.00120407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.9
rFoot;Subject_3;Krieger_2;-0.796412;0.026376;0.604179;0;0;0;0;0;0;-0.989398;0.0140357;0.0152051;0.0140357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.9
head;Subject_3;Krieger_2;-0.0248651;-0.00384237;0.999683;0;0;0;0;0;0;0.601701;-0.0443631;0.0476372;-0.0443631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.91
hip;Subject_3;Krieger_2;-0.0511885;0.020483;0.998479;0;0;0;0;0;0;0.550212;0.0266915;0.0531735;0.0266915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.91
lHand;Subject_3;Krieger_2;0.387567;-0.418188;0.821529;0;0;0;0;0;0;0.320588;0.171025;-0.816253;0.171025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.91
rHand;Subject_3;Krieger_2;-0.309095;-0.383478;0.87029;0;0;0;0;0;0;-0.23921;0.0288906;-0.875752;0.0288906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.91
lFoot;Subject_3;Krieger_2;0.471071;0.232908;0.850791;0;0;0;0;0;0;-0.987548;-0.0010411;-0.0121976;-0.0010411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.91
rFoot;Subject_3;Krieger_2;-0.796454;0.0257993;0.604148;0;0;0;0;0;0;-0.98939;0.01419;0.0150913;0.01419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2040.91
