tag;subject;activity;finalPosX;finalPosY;finalPosZ;desPosX;desPosY;desPosZ;rawPosX;rawPosY;rawPosZ;finalRotX;finalRotY;finalRotZ;finalRotW;desRotX;desRotY;desRotZ;desRotW;rawRotX;rawRotY;rawRotZ;rawRotW;rawAngVelX;rawAngVelY;rawAngVelZ;desAngVelX;desAngVelY;desAngVelZ;desAngVelW;rawLinVelX;rawLinVelY;rawLinVelZ;desLinVelX;desLinVelY;desLinVelZ;scale;time
head;Subject_11;Krieger_3;0.0336919;-0.0331728;0.998882;0;0;0;0;0;0;0.692618;-0.0266178;-0.0428503;-0.0266178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.9
hip;Subject_11;Krieger_3;0.0772932;-0.011542;0.996942;0;0;0;0;0;0;0.524948;-0.0314206;-0.012218;-0.0314206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.9
lHand;Subject_11;Krieger_3;0.352361;-0.157127;0.92258;0;0;0;0;0;0;0.557744;0.576917;-0.570257;0.576917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.9
rHand;Subject_11;Krieger_3;-0.199919;-0.0990424;0.974794;0;0;0;0;0;0;-0.00282637;-0.456958;0.840588;-0.456958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.9
lFoot;Subject_11;Krieger_3;0.887623;0.0807986;0.453428;0;0;0;0;0;0;-0.976058;-0.0727848;-0.0434217;-0.0727848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.9
rFoot;Subject_11;Krieger_3;-0.657349;0.243558;0.713142;0;0;0;0;0;0;-0.969576;-0.0467451;0.0694887;-0.0467451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.9
head;Subject_11;Krieger_3;0.0324025;-0.0334674;0.998914;0;0;0;0;0;0;0.695399;-0.0198703;-0.0381124;-0.0198703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.91
hip;Subject_11;Krieger_3;0.0768478;-0.011732;0.996974;0;0;0;0;0;0;0.524434;-0.0313258;-0.0118354;-0.0313258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.91
lHand;Subject_11;Krieger_3;0.352121;-0.156904;0.922709;0;0;0;0;0;0;0.557364;0.577566;-0.570215;0.577566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.91
rHand;Subject_11;Krieger_3;-0.200959;-0.100058;0.974476;0;0;0;0;0;0;-0.00193981;-0.454603;0.842551;-0.454603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.91
lFoot;Subject_11;Krieger_3;0.887457;0.0809944;0.453719;0;0;0;0;0;0;-0.975954;-0.0727154;-0.0438894;-0.0727154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.91
rFoot;Subject_11;Krieger_3;-0.656712;0.244023;0.71357;0;0;0;0;0;0;-0.969533;-0.0467173;0.0692945;-0.0467173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.91
head;Subject_11;Krieger_3;0.0310398;-0.0338397;0.998945;0;0;0;0;0;0;0.69804;-0.0127291;-0.0333494;-0.0127291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.92
hip;Subject_11;Krieger_3;0.0764914;-0.0119913;0.996998;0;0;0;0;0;0;0.523822;-0.0313698;-0.0115426;-0.0313698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.92
lHand;Subject_11;Krieger_3;0.351836;-0.156542;0.922879;0;0;0;0;0;0;0.557196;0.578281;-0.569942;0.578281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.92
rHand;Subject_11;Krieger_3;-0.202064;-0.100856;0.974165;0;0;0;0;0;0;-0.00106024;-0.452547;0.844478;-0.452547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.92
lFoot;Subject_11;Krieger_3;0.887284;0.0815646;0.453955;0;0;0;0;0;0;-0.975888;-0.0727772;-0.0440431;-0.0727772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.92
rFoot;Subject_11;Krieger_3;-0.656394;0.244197;0.713802;0;0;0;0;0;0;-0.96951;-0.0465632;0.0691803;-0.0465632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.92
head;Subject_11;Krieger_3;0.0294667;-0.0342062;0.99898;0;0;0;0;0;0;0.700422;-0.00499692;-0.0285636;-0.00499692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.93
hip;Subject_11;Krieger_3;0.0759882;-0.012352;0.997032;0;0;0;0;0;0;0.5229;-0.0312088;-0.0112327;-0.0312088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.93
lHand;Subject_11;Krieger_3;0.35162;-0.156125;0.923032;0;0;0;0;0;0;0.556878;0.579003;-0.569838;0.579003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.93
rHand;Subject_11;Krieger_3;-0.202915;-0.10186;0.973884;0;0;0;0;0;0;-0.00104387;-0.450958;0.846082;-0.450958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.93
lFoot;Subject_11;Krieger_3;0.887118;0.0818992;0.454218;0;0;0;0;0;0;-0.975783;-0.0727204;-0.0443291;-0.0727204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.93
rFoot;Subject_11;Krieger_3;-0.656241;0.244297;0.713909;0;0;0;0;0;0;-0.969461;-0.0466764;0.0691897;-0.0466764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.93
head;Subject_11;Krieger_3;0.0279683;-0.0346771;0.999007;0;0;0;0;0;0;0.702604;0.00312074;-0.0237192;0.00312074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.94
hip;Subject_11;Krieger_3;0.0754894;-0.0123474;0.99707;0;0;0;0;0;0;0.522188;-0.0310563;-0.0110184;-0.0310563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.94
lHand;Subject_11;Krieger_3;0.35127;-0.155671;0.923242;0;0;0;0;0;0;0.556671;0.579768;-0.569578;0.579768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.94
rHand;Subject_11;Krieger_3;-0.20379;-0.102751;0.973608;0;0;0;0;0;0;-0.000962429;-0.449378;0.847581;-0.449378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.94
lFoot;Subject_11;Krieger_3;0.886971;0.0821002;0.45447;0;0;0;0;0;0;-0.975694;-0.0728896;-0.0445948;-0.0728896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.94
rFoot;Subject_11;Krieger_3;-0.656073;0.244657;0.713941;0;0;0;0;0;0;-0.969399;-0.0465712;0.069078;-0.0465712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.94
head;Subject_11;Krieger_3;0.0264702;-0.03528;0.999027;0;0;0;0;0;0;0.704737;0.0111845;-0.0186183;0.0111845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.96
hip;Subject_11;Krieger_3;0.0750364;-0.0125235;0.997102;0;0;0;0;0;0;0.521585;-0.0309793;-0.0106375;-0.0309793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.96
lHand;Subject_11;Krieger_3;0.350837;-0.155056;0.92351;0;0;0;0;0;0;0.556406;0.580474;-0.569406;0.580474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.96
rHand;Subject_11;Krieger_3;-0.204693;-0.103287;0.973361;0;0;0;0;0;0;-0.000802383;-0.448162;0.84894;-0.448162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.96
lFoot;Subject_11;Krieger_3;0.886631;0.0823166;0.455092;0;0;0;0;0;0;-0.975557;-0.0732203;-0.044998;-0.0732203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.96
rFoot;Subject_11;Krieger_3;-0.655781;0.244951;0.714108;0;0;0;0;0;0;-0.969367;-0.0466292;0.0689292;-0.0466292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.96
head;Subject_11;Krieger_3;0.0248329;-0.0358375;0.999049;0;0;0;0;0;0;0.706701;0.019358;-0.0130834;0.019358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.97
hip;Subject_11;Krieger_3;0.0744914;-0.0124745;0.997144;0;0;0;0;0;0;0.520918;-0.030911;-0.0100475;-0.030911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.97
lHand;Subject_11;Krieger_3;0.350507;-0.154615;0.92371;0;0;0;0;0;0;0.55577;0.581278;-0.569503;0.581278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.97
rHand;Subject_11;Krieger_3;-0.205268;-0.103898;0.973175;0;0;0;0;0;0;-0.00103337;-0.448068;0.849543;-0.448068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.97
lFoot;Subject_11;Krieger_3;0.886416;0.0825751;0.455464;0;0;0;0;0;0;-0.975431;-0.073442;-0.0454237;-0.073442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.97
rFoot;Subject_11;Krieger_3;-0.655478;0.245081;0.714341;0;0;0;0;0;0;-0.969268;-0.0467462;0.0689584;-0.0467462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.97
head;Subject_11;Krieger_3;0.0233276;-0.0365272;0.99906;0;0;0;0;0;0;0.708648;0.0277659;-0.00732545;0.0277659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.98
hip;Subject_11;Krieger_3;0.0740955;-0.012696;0.99717;0;0;0;0;0;0;0.520338;-0.0309653;-0.00947;-0.0309653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.98
lHand;Subject_11;Krieger_3;0.350343;-0.154052;0.923866;0;0;0;0;0;0;0.555309;0.582002;-0.569486;0.582002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.98
rHand;Subject_11;Krieger_3;-0.205351;-0.104396;0.973105;0;0;0;0;0;0;-0.00139729;-0.448925;0.849254;-0.448925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.98
lFoot;Subject_11;Krieger_3;0.886249;0.0830878;0.455695;0;0;0;0;0;0;-0.975331;-0.0734259;-0.0459562;-0.0734259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.98
rFoot;Subject_11;Krieger_3;-0.65491;0.245435;0.714741;0;0;0;0;0;0;-0.969192;-0.0467533;0.0688087;-0.0467533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.98
head;Subject_11;Krieger_3;0.0217102;-0.0372708;0.999069;0;0;0;0;0;0;0.71058;0.036525;-0.000968309;0.036525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.99
hip;Subject_11;Krieger_3;0.0736;-0.0128032;0.997206;0;0;0;0;0;0;0.519761;-0.0309872;-0.0088274;-0.0309872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.99
lHand;Subject_11;Krieger_3;0.350019;-0.153538;0.924074;0;0;0;0;0;0;0.554605;0.582775;-0.569706;0.582775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.99
rHand;Subject_11;Krieger_3;-0.205566;-0.1045;0.973048;0;0;0;0;0;0;-0.00139317;-0.449211;0.849386;-0.449211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.99
lFoot;Subject_11;Krieger_3;0.885808;0.0835226;0.456474;0;0;0;0;0;0;-0.975167;-0.0737442;-0.0462588;-0.0737442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.99
rFoot;Subject_11;Krieger_3;-0.654533;0.245597;0.71503;0;0;0;0;0;0;-0.969121;-0.0467791;0.0686891;-0.0467791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1459.99
head;Subject_11;Krieger_3;0.0200333;-0.0380336;0.999076;0;0;0;0;0;0;0.712423;0.0455987;0.00546968;0.0455987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1460
hip;Subject_11;Krieger_3;0.073037;-0.0128954;0.997246;0;0;0;0;0;0;0.519193;-0.0308781;-0.0079931;-0.0308781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1460
lHand;Subject_11;Krieger_3;0.349899;-0.152885;0.924228;0;0;0;0;0;0;0.553811;0.583394;-0.570221;0.583394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1460
rHand;Subject_11;Krieger_3;-0.20536;-0.104648;0.973076;0;0;0;0;0;0;-0.00142135;-0.450885;0.84857;-0.450885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1460
lFoot;Subject_11;Krieger_3;0.885336;0.0840055;0.4573;0;0;0;0;0;0;-0.974988;-0.074088;-0.0466113;-0.074088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1460
rFoot;Subject_11;Krieger_3;-0.653646;0.246004;0.715702;0;0;0;0;0;0;-0.969034;-0.0469708;0.0686298;-0.0469708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1460
head;Subject_11;Krieger_3;0.018294;-0.038888;0.999076;0;0;0;0;0;0;0.714349;0.0550981;0.0123411;0.0550981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1460.01
hip;Subject_11;Krieger_3;0.0725228;-0.0127282;0.997286;0;0;0;0;0;0;0.518795;-0.0307782;-0.00715257;-0.0307782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1460.01
lHand;Subject_11;Krieger_3;0.349587;-0.152391;0.924427;0;0;0;0;0;0;0.553178;0.583944;-0.570714;0.583944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1460.01
rHand;Subject_11;Krieger_3;-0.205188;-0.104446;0.973134;0;0;0;0;0;0;-0.00135805;-0.453311;0.847437;-0.453311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1460.01
lFoot;Subject_11;Krieger_3;0.884841;0.0843425;0.458196;0;0;0;0;0;0;-0.974797;-0.0743745;-0.0470846;-0.0743745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1460.01
rFoot;Subject_11;Krieger_3;-0.652945;0.246127;0.716299;0;0;0;0;0;0;-0.96893;-0.0469823;0.0685371;-0.0469823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1460.01
head;Subject_11;Krieger_3;0.0165318;-0.0399109;0.999066;0;0;0;0;0;0;0.716206;0.0647644;0.0193266;0.0647644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1460.02
hip;Subject_11;Krieger_3;0.0719477;-0.0129075;0.997325;0;0;0;0;0;0;0.518382;-0.0305289;-0.00622955;-0.0305289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1460.02
lHand;Subject_11;Krieger_3;0.349304;-0.152004;0.924598;0;0;0;0;0;0;0.552857;0.584398;-0.570976;0.584398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1460.02
rHand;Subject_11;Krieger_3;-0.205034;-0.104003;0.973213;0;0;0;0;0;0;-0.000741489;-0.456782;0.84587;-0.456782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1460.02
lFoot;Subject_11;Krieger_3;0.884483;0.0848599;0.458791;0;0;0;0;0;0;-0.974638;-0.0744294;-0.0475719;-0.0744294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1460.02
